nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{91}_{42}Mo49,42,49,Mo,4.3182,0.0012,,,FALSE,929.4,0.6,,EC+B+,1,,,,,,,,-0.931,0.003,,,90911745.19,6.696,-82208.834,6.238
^{92}_{42}Mo50,42,50,Mo,4.3151,0.0012,0.14648999999999998,0.00106,TRUE,,,,,,,,,,,,,2.3,0.3,,,91906807.153,0.168,-86808.587,0.157
^{93}_{42}Mo51,42,51,Mo,,,,,FALSE,126227703898.368,25245540779.6736,,EC,1,,,,,,,,9.93,0.08,,,92906808.772,0.193,-86807.079,0.181
^{94}_{42}Mo52,42,52,Mo,4.3529,0.0013,0.09187,3.3e-4,TRUE,,,,,,,,,,,,,,,,,93905083.586,0.151,-88414.079,0.141
^{95}_{42}Mo53,42,53,Mo,4.3628,0.0018,0.15872999999999998,3e-4,TRUE,,,,,,,,,,,,,-0.9132,3e-4,-0.022,0.001,94905837.436,0.132,-87711.872,0.123
^{96}_{42}Mo54,42,54,Mo,4.3847,0.0015,0.16673,8e-5,TRUE,,,,,,,,,,,,,0.79,0.06,-0.2,0.08,95904674.77,0.128,-88794.889,0.12
^{97}_{42}Mo55,42,55,Mo,4.388,0.0015,0.09582,1.5e-4,TRUE,,,,,,,,,,,,,-0.9324,3e-4,0.255,0.013,96906016.903,0.176,-87544.7,0.165
^{98}_{42}Mo56,42,56,Mo,4.4091,0.0018,0.24292000000000002,8e-4,TRUE,,,,,,,,,,,,,0.97,0.06,-0.26,0.09,97905403.609,0.186,-88115.98,0.174
^{99}_{42}Mo57,42,57,Mo,,,,,FALSE,237326.4,21.6,,B-,1,,,,,,,,0.375,0.003,,,98907707.299,0.245,-85970.106,0.229
^{100}_{42}Mo58,42,58,Mo,4.4468,0.0025,0.09744,6.5e-4,FALSE,22121405108189e13,599581593517248e10,,2B-,1,,2B-,1,,,,,0.94,0.07,-0.25,0.07,99907467.982,0.322,-86193.029,0.301
^{101}_{42}Mo59,42,59,Mo,,,,,FALSE,876.6,1.8,,B-,1,,,,,,,,,,,,100910337.648,0.331,-83519.952,0.308
^{102}_{42}Mo60,42,60,Mo,4.4914,0.0038,,,FALSE,678,12,,B-,1,,,,,,,,,,,,101910293.725,8.916,-83560.866,8.305
^{103}_{42}Mo61,42,61,Mo,4.5145,0.0046,,,FALSE,67.5,1.5,,B-,1,,,,,,,,-0.27,0.02,,,102913091.954,9.9,-80954.331,9.223
^{104}_{42}Mo62,42,62,Mo,4.5249,0.0051,,,FALSE,60,2,,B-,1,,,,,,,,0.54,0.04,,,103913747.443,9.566,-80343.748,8.911
^{105}_{42}Mo63,42,63,Mo,4.5389,0.0057,,,FALSE,36.3,0.8,,B-,1,,,,,,,,-0.55,0.02,,,104916981.989,9.721,-77330.788,9.055
^{106}_{42}Mo64,42,64,Mo,4.549,0.0058,,,FALSE,8.73,0.12,,B-,1,,,,,,,,0.42,0.04,,,105918273.231,9.801,-76128.003,9.13
^{107}_{42}Mo65,42,65,Mo,,,,,FALSE,3.5,0.5,,B-,1,,,,,,,,,,,,106922119.77,9.901,-72544.975,9.223
^{108}_{42}Mo66,42,66,Mo,4.5602,0.0067,,,FALSE,1.09,0.02,,B-,1,,,,,,,,1,0.6,,,107924047.508,9.901,-70749.297,9.223
^{109}_{42}Mo67,42,67,Mo,,,,,FALSE,0.61,0.035,,B-,1,,B-N,0.013000000000000001,0.006,,,,,,,,108928438.318,12,-66659.285,11.179
^{110}_{42}Mo68,42,68,Mo,,,,,FALSE,0.296,0.017,,B-,1,,B-N,0.02,0.006999999999999999,,,,,,,,109930717.956,26,-64535.814,24.219
^{111}_{42}Mo69,42,69,Mo,,,,,FALSE,0.186,0.009,,B-,1,,B-N,0.12,,,,,,,,,110935651.966,13.503,-59939.813,12.578
^{112}_{42}Mo70,42,70,Mo,,,,,FALSE,0.12,0.012,,B-,1,,,,,,,,,,,,111938293,215,-57480,200
^{113}_{42}Mo71,42,71,Mo,,,,,FALSE,0.08,0.002,,B-,1,,B-N,,,,,,,,,,112943478,322,-52650,300
^{114}_{42}Mo72,42,72,Mo,,,,,FALSE,0.058,0.002,,B-,1,,B-N,,,,,,,,,,113946666,322,-49680,300
^{115}_{42}Mo73,42,73,Mo,,,,,FALSE,0.0455,0.002,,B-,1,,B-N,,,B-2N,,,,,,,114952174,429,-44550,400
^{116}_{42}Mo74,42,74,Mo,,,,,FALSE,0.032,0.004,,B-2N,,,B-,,,B-N,,,,,,,115955759,537,-41210,500
^{117}_{42}Mo75,42,75,Mo,,,,,FALSE,0.022,0.005,,B-2N,,,B-N,,,B-,,,,,,,116961686,537,-35689,500
^{118}_{42}Mo76,42,76,Mo,,,,,FALSE,0.019,0.0055,,B-,1,,B-2N,,,B-N,,,,,,,117965249,537,-32370,500
^{119}_{42}Mo77,42,77,Mo,,,,,FALSE,,,,B-,1,,B-N,,,B-2N,,,,,,,118971465,322,-26580,300
^{85}_{43}Tc42,43,42,Tc,,,,,FALSE,1e-7,,,P,,,,,,,,,,,,,84950778,429,-45850,400
^{86}_{43}Tc43,43,43,Tc,,,,,FALSE,0.055,0.007,1,EC+B+,1,,ECP,,,,,,,,,,85944637,322,-51570,300
^{87}_{43}Tc44,43,44,Tc,,,,,FALSE,2.2,0.2,,EC+B+,1,,,,,,,,,,,,86938067.185,4.5,-57690.052,4.192
^{88}_{43}Tc45,43,45,Tc,,,,,FALSE,6.4,0.8,,EC+B+,1,,ECP,,,,,,,,,,87933794.211,4.4,-61670.301,4.099
^{89}_{43}Tc46,43,46,Tc,,,,,FALSE,12.8,0.9,,EC+B+,1,,,,,,,,,,,,88927648.649,4.1,-67394.857,3.819
^{90}_{43}Tc47,43,47,Tc,,,,,FALSE,49.2,0.4,,EC,1,,,,,,,,,,,,89924073.919,1.1,-70724.696,1.025
^{91}_{43}Tc48,43,48,Tc,,,,,FALSE,188.4,1.2,,EC+B+,1,,,,,,,,,,,,90918424.972,2.536,-75986.657,2.363
^{92}_{43}Tc49,43,49,Tc,,,,,FALSE,255,9,,EC+B+,1,,,,,,,,,,,,91915269.777,3.33,-78925.703,3.102
^{93}_{43}Tc50,43,50,Tc,,,,,FALSE,9900,180,,EC+B+,1,,,,,,,,6.32,0.06,,,92910245.147,1.086,-83606.116,1.012
^{94}_{43}Tc51,43,51,Tc,,,,,FALSE,17580,60,,EC+B+,1,,,,,,,,5.12,0.05,,,93909652.319,4.37,-84158.332,4.071
^{95}_{43}Tc52,43,52,Tc,,,,,FALSE,72000,360,,EC+B+,1,,,,,,,,5.94,0.06,,,94907652.281,5.453,-86021.355,5.08
^{96}_{43}Tc53,43,53,Tc,,,,,FALSE,369792,6048,,EC+B+,1,,,,,,,,5.09,0.05,,,95907866.675,5.524,-85821.648,5.146
^{97}_{43}Tc54,43,54,Tc,,,,,FALSE,132854658353032.31,5049108155934.72,,EC,1,,,,,,,,5.82,0.09,,,96906360.72,4.42,-87224.436,4.118
^{98}_{43}Tc55,43,55,Tc,,,,,FALSE,132539089093286.4,9467077792377.6,,B-,1,,,,,,,,,,,,97907211.206,3.628,-86432.214,3.38
^{99}_{43}Tc56,43,56,Tc,,,,,FALSE,6661667073236.37,37868311169.5104,,B-,1,,,,,,,,5.678,0.002,-0.129,0.006,98906249.681,0.974,-87327.869,0.908
^{100}_{43}Tc57,43,57,Tc,,,,,FALSE,15.65,0.12,,B-,0.999974,4e-6,EC,2.6e-5,4e-6,,,,,,,,99907652.715,1.45,-86020.951,1.351
^{101}_{43}Tc58,43,58,Tc,,,,,FALSE,853.2,0.6,,B-,1,,,,,,,,,,,,100907305.271,25.768,-86344.593,24.004
^{102}_{43}Tc59,43,59,Tc,,,,,FALSE,5.28,0.15,,B-,1,,,,,,,,,,,,101909207.239,9.84,-84572.921,9.166
^{103}_{43}Tc60,43,60,Tc,,,,,FALSE,54.2,0.8,,B-,1,,,,,,,,,,,,102909173.96,10.531,-84603.92,9.81
^{104}_{43}Tc61,43,61,Tc,,,,,FALSE,1098,18,,B-,1,,,,,,,,,,,,103911433.718,26.716,-82498.969,24.886
^{105}_{43}Tc62,43,62,Tc,,,,,FALSE,458.4,3.6,,B-,1,,,,,,,,,,,,104911662.024,37.856,-82286.303,35.263
^{106}_{43}Tc63,43,63,Tc,,,,,FALSE,35.6,0.6,,B-,1,,,,,,,,,,,,105914356.674,13.15,-79776.253,12.25
^{107}_{43}Tc64,43,64,Tc,,,,,FALSE,21.2,0.2,,B-,1,,,,,,,,,,,,106915458.437,9.31,-78749.967,8.673
^{108}_{43}Tc65,43,65,Tc,,,,,FALSE,5.17,0.07,,B-,1,,,,,,,,,,,,107918493.493,9.413,-75922.831,8.769
^{109}_{43}Tc66,43,66,Tc,,,,,FALSE,0.91,0.03,,B-,1,,B-N,8e-4,2e-4,,,,,,,,108920254.107,10.38,-74282.828,9.669
^{110}_{43}Tc67,43,67,Tc,,,,,FALSE,0.9,0.013,,B-,1,,B-N,4e-4,2e-4,,,,,,,,109923741.263,10.195,-71034.564,9.497
^{111}_{43}Tc68,43,68,Tc,,,,,FALSE,0.29,0.02,,B-,1,,B-N,0.0085,0.002,,,,,,,,110925898.966,11.359,-69024.675,10.582
^{112}_{43}Tc69,43,69,Tc,,,,,FALSE,0.271,0.015,,B-,1,,B-N,0.015,0.002,,,,,,,,111929941.658,5.92,-65258.932,5.515
^{113}_{43}Tc70,43,70,Tc,,,,,FALSE,0.152,0.008,,B-,1,,B-N,0.021,0.003,,,,,,,,112932569.032,3.6,-62811.549,3.353
^{114}_{43}Tc71,43,71,Tc,,,,,FALSE,0.1,0.02,,B-,1,,B-N,,,,,,,,,,113937090,465,-58600.294,433.145
^{115}_{43}Tc72,43,72,Tc,,,,,FALSE,0.078,0.002,,B-,1,,B-N,,,,,,,,,,114940100,210,-55796,196
^{116}_{43}Tc73,43,73,Tc,,,,,FALSE,0.057,0.003,,B-,1,,B-2N,,,B-N,,,,,,,115945020,320,-51214,298
^{117}_{43}Tc74,43,74,Tc,,,,,FALSE,0.0445,0.003,,B-,1,,B-N,,,B-2N,,,,,,,116948320,429,-48140,400
^{118}_{43}Tc75,43,75,Tc,,,,,FALSE,0.03,0.004,,B-,1,,B-N,,,B-2N,,,,,,,117953526,429,-43290,400
^{119}_{43}Tc76,43,76,Tc,,,,,FALSE,0.022,0.003,,B-,1,,B-N,,,B-2N,,,,,,,118956876,537,-40170,500
^{120}_{43}Tc77,43,77,Tc,,,,,FALSE,0.021,0.005,,B-,1,,B-2N,,,B-N,,,,,,,119962426,537,-35000,500
^{121}_{43}Tc78,43,78,Tc,,,,,FALSE,0.022,0.006,,B-,1,,B-N,,,B-2N,,,,,,,120966140,537,-31540,500
^{122}_{43}Tc79,43,79,Tc,,,,,FALSE,,,,B-,1,,B-N,,,B-2N,,,,,,,121971760,322,-26305,300
^{85}_{44}Ru41,44,41,Ru,,,,,FALSE,4.5e-7,,,P,,,ECP,,,EC+B+,,,,,,,84967117,537,-30630,500
^{86}_{44}Ru42,44,42,Ru,,,,,FALSE,4.38e-7,,,EC+B+,,,ECP,,,,,,,,,,85957305,429,-39770,400
^{87}_{44}Ru43,44,43,Ru,,,,,FALSE,,,,,,,,,,,,,,,,,86950907,429,-45730,400
^{88}_{44}Ru44,44,44,Ru,,,,,FALSE,1.2,0.25,,EC+B+,1,,ECP,,,,,,,,,,87941664,322,-54340,300
^{89}_{44}Ru45,44,45,Ru,,,,,FALSE,1.32,0.03,,EC+B+,1,,ECP,0.031,0.002,,,,,,,,88937337.849,26,-58369.424,24.219
^{90}_{44}Ru46,44,46,Ru,,,,,FALSE,11.7,0.9,,EC+B+,1,,,,,,,,,,,,89930344.378,4.004,-64883.801,3.73
^{91}_{44}Ru47,44,47,Ru,,,,,FALSE,8,0.4,,EC+B+,1,,,,,,,,,,,,90926741.53,2.384,-68239.833,2.221
^{92}_{44}Ru48,44,48,Ru,,,,,FALSE,219,3,,EC+B+,1,,,,,,,,,,,,91920234.373,2.917,-74301.211,2.718
^{93}_{44}Ru49,44,49,Ru,,,,,FALSE,59.7,0.6,,EC+B+,1,,,,,,,,,,,,92917104.442,2.216,-77216.723,2.065
^{94}_{44}Ru50,44,50,Ru,,,,,FALSE,3108,36,,EC+B+,1,,,,,,,,12.4,0.17,,,93911342.86,3.374,-82583.602,3.143
^{95}_{44}Ru51,44,51,Ru,,,,,FALSE,5914.8,46.8,,EC+B+,1,,,,,,,,0.861,0.007,,,94910404.415,10.2,-83457.759,9.502
^{96}_{44}Ru52,44,52,Ru,4.3908,0.0047,0.0554,0.0014000000000000002,TRUE,,,,,,,,,,,,,2.3,0.3,-0.15,0.08,95907588.91,0.182,-86080.385,0.17
^{97}_{44}Ru53,44,53,Ru,,,,,FALSE,244512,19872,,EC+B+,1,,,,,,,,-0.787,0.008,,,96907545.776,2.965,-86120.564,2.763
^{98}_{44}Ru54,44,54,Ru,4.4229,0.0055,0.0187,3e-4,TRUE,,,,,,,,,,,,,,,,,97905286.709,6.937,-88224.871,6.463
^{99}_{44}Ru55,44,55,Ru,4.4338,0.0042,0.1276,0.0014000000000000002,TRUE,,,,,,,,,,,,,,,0.079,0.004,98905930.284,0.368,-87625.385,0.343
^{100}_{44}Ru56,44,56,Ru,4.4531,0.0031,0.126,7.000000000000001e-4,TRUE,,,,,,,,,,,,,,,,,99904210.46,0.367,-89227.391,0.342
^{101}_{44}Ru57,44,57,Ru,4.4606,0.002,0.17059999999999997,2e-4,TRUE,,,,,,,,,,,,,-0.718,0.006,0.46,0.02,100905573.086,0.443,-87958.113,0.413
^{102}_{44}Ru58,44,58,Ru,4.4809,0.0018,0.3155,0.0014000000000000002,TRUE,,,,,,,,,,,,,,,,,101904340.312,0.446,-89106.435,0.416
^{103}_{44}Ru59,44,59,Ru,,,,,FALSE,3390940.8,1123.2,,B-,1,,,,,,,,0.206,0.003,0.62,0.02,102906314.846,0.473,-87267.168,0.441
^{104}_{44}Ru60,44,60,Ru,4.5098,0.002,0.1862,0.0027,TRUE,,,,,,,,,,,,,,,,,103905425.312,2.682,-88095.763,2.498
^{105}_{44}Ru61,44,61,Ru,,,,,FALSE,15980.4,39.6,,B-,1,,,,,,,,-0.32,,,,104907745.478,2.683,-85934.543,2.499
^{106}_{44}Ru62,44,62,Ru,,,,,FALSE,32123520,155520,,B-,1,,,,,,,,0.6,0.2,,,105907328.181,5.787,-86323.253,5.391
^{107}_{44}Ru63,44,63,Ru,,,,,FALSE,225,3,,B-,1,,,,,,,,,,,,106909969.837,9.31,-83862.565,8.673
^{108}_{44}Ru64,44,64,Ru,,,,,FALSE,273,3,,B-,1,,,,,,,,0.43,0.08,,,107910185.793,9.318,-83661.404,8.68
^{109}_{44}Ru65,44,65,Ru,,,,,FALSE,34.4,0.2,,B-,1,,,,,,,,,,,,108913323.707,9.612,-80738.455,8.954
^{110}_{44}Ru66,44,66,Ru,,,,,FALSE,12.04,0.17,,B-,1,,,,,,,,0.84,0.12,,,109914038.501,9.58,-80072.629,8.924
^{111}_{44}Ru67,44,67,Ru,,,,,FALSE,2.12,0.07,,B-,1,,,,,,,,,,,,110917567.566,10.394,-76785.325,9.682
^{112}_{44}Ru68,44,68,Ru,,,,,FALSE,1.75,0.07,,B-,1,,,,,,,,0.9,0.2,,,111918806.922,10.305,-75630.873,9.6
^{113}_{44}Ru69,44,69,Ru,,,,,FALSE,0.8,0.05,,B-,1,,,,,,,,,,,,112922846.729,41.097,-71867.816,38.282
^{114}_{44}Ru70,44,70,Ru,,,,,FALSE,0.54,0.03,,B-,1,,,,,,,,,,,,113924614.43,3.817,-70221.213,3.556
^{115}_{44}Ru71,44,71,Ru,,,,,FALSE,0.318,0.019,,B-,1,,B-N,,,,,,,,,,114929033.049,27.016,-66105.296,25.166
^{116}_{44}Ru72,44,72,Ru,,,,,FALSE,0.204,0.006,,B-,1,,B-N,,,,,,,,,,115931219.191,4,-64068.917,3.726
^{117}_{44}Ru73,44,73,Ru,,,,,FALSE,0.151,0.003,,B-,1,,B-N,,,,,,,,,,116936135,465,-59489.871,433.145
^{118}_{44}Ru74,44,74,Ru,,,,,FALSE,0.099,0.003,,B-,1,,B-N,0.046,,,,,,,,,117938808,215,-57000,200
^{119}_{44}Ru75,44,75,Ru,,,,,FALSE,0.0695,0.002,,B-,1,,B-N,,,B-2N,,,,,,,118944090,322,-52080,300
^{120}_{44}Ru76,44,76,Ru,,,,,FALSE,0.045,0.002,,B-,1,,B-N,,,,,,,,,,119946623,429,-49720,400
^{121}_{44}Ru77,44,77,Ru,,,,,FALSE,0.029,0.002,,B-,1,,B-N,,,B-2N,,,,,,,120952098,429,-44620,400
^{122}_{44}Ru78,44,78,Ru,,,,,FALSE,0.025,0.001,,B-,1,,B-N,,,B-2N,,,,,,,121955147,537,-41780,500
^{123}_{44}Ru79,44,79,Ru,,,,,FALSE,0.019,0.002,,B-,1,,B-N,,,B-2N,,,,,,,122960762,537,-36550,500
^{124}_{44}Ru80,44,80,Ru,,,,,FALSE,0.015,0.003,,B-,1,,B-N,,,B-2N,,,,,,,123963940,644,-33590,600
^{125}_{44}Ru81,44,81,Ru,,,,,FALSE,,,,B-,1,,B-2N,,,B-N,,,,,,,124969544,322,-28370,300
^{89}_{45}Rh44,45,44,Rh,,,,,FALSE,1.2e-7,,,P,,,EC+B+,,,ECP,,,,,,,88950992,387,-45651,361
^{90}_{45}Rh45,45,45,Rh,,,,,FALSE,0.029,0.003,,EC+B+,1,,ECP,0.006999999999999999,,,,,,,,,89944569,215,-51634,200
^{91}_{45}Rh46,45,46,Rh,,,,,FALSE,1.47,0.22,,EC+B+,1,,B+P,0.013000000000000001,0.005,,,,,,,,90937123,320,-58570,298
^{92}_{45}Rh47,45,47,Rh,,,,,FALSE,4.66,0.25,,EC+B+,1,,B+P,0.019,,,,,,,,,91932367.692,4.7,-62999.095,4.378
^{93}_{45}Rh48,45,48,Rh,,,,,FALSE,12.2,0.7,,EC+B+,1,,,,,,,,,,,,92925912.778,2.821,-69011.81,2.629
^{94}_{45}Rh49,45,49,Rh,,,,,FALSE,70.6,0.6,,EC+B+,1,,ECP,0.018000000000000002,0.005,,,,,,,,93921730.45,3.627,-72907.623,3.379
^{95}_{45}Rh50,45,50,Rh,,,,,FALSE,301.2,6,,EC+B+,1,,,,,,,,10.9,0.3,,,94915897.893,4.171,-78340.616,3.886
^{96}_{45}Rh51,45,51,Rh,,,,,FALSE,594,6,,EC+B+,1,,,,,,,,,,,,95914451.705,10.737,-79687.732,10.001
^{97}_{45}Rh52,45,52,Rh,,,,,FALSE,1842,36,,EC+B+,1,,,,,,,,,,,,96911327.872,38.071,-82597.564,35.463
^{98}_{45}Rh53,45,53,Rh,,,,,FALSE,523.2,7.2,,EC+B+,1,,,,,,,,,,,,97910707.734,12.782,-83175.219,11.906
^{99}_{45}Rh54,45,54,Rh,,,,,FALSE,1391040,17280,,EC+B+,1,,,,,,,,5.62,0.06,,,98908121.241,20.881,-85584.522,19.451
^{100}_{45}Rh55,45,55,Rh,,,,,FALSE,73800,1080,,EC+B+,1,,,,,,,,4.69,0.14,0.153,0.018,99908114.147,19.458,-85591.13,18.125
^{101}_{45}Rh56,45,56,Rh,,,,,FALSE,104137855.716154,9467077.7923776,,EC,1,,,,,,,,5.43,0.06,,,100906158.903,6.27,-87412.428,5.841
^{102}_{45}Rh57,45,57,Rh,,,,,FALSE,17910720,146880,,EC+B+,0.78,0.05,B-,0.22,0.05,,,,0.5,0.4,,,101906834.282,6.88,-86783.316,6.41
^{103}_{45}Rh58,45,58,Rh,4.4945,0.0023,1,,TRUE,,,,,,,,,,,,,-0.08829,3e-5,,,102905494.081,2.47,-88031.705,2.301
^{104}_{45}Rh59,45,59,Rh,,,,,FALSE,42.3,0.4,,B-,0.9954999999999999,0.001,EC+B+,0.0045000000000000005,0.001,,,,2,0.06,,,103906645.309,2.471,-86959.344,2.303
^{105}_{45}Rh60,45,60,Rh,,,,,FALSE,127227.6,68.4,,B-,1,,,,,,,,4.41,0.05,,,104905687.787,2.685,-87851.27,2.502
^{106}_{45}Rh61,45,61,Rh,,,,,FALSE,30.07,0.35,,B-,1,,,,,,,,2.55,0.03,,,105907285.879,5.786,-86362.656,5.39
^{107}_{45}Rh62,45,62,Rh,,,,,FALSE,1302,24,,B-,1,,,,,,,,,,,,106906747.975,12.937,-86863.711,12.051
^{108}_{45}Rh63,45,63,Rh,,,,,FALSE,16.8,0.5,,B-,1,,,,,,,,,,,,107908715.304,15.026,-85031.156,13.997
^{109}_{45}Rh64,45,64,Rh,,,,,FALSE,80.8,0.7,,B-,1,,,,,,,,,,,,108908749.555,4.336,-84999.251,4.04
^{110}_{45}Rh65,45,65,Rh,,,,,FALSE,3.35,0.12,,B-,1,,,,,,,,,,,,109911079.745,19.114,-82828.693,17.805
^{111}_{45}Rh66,45,66,Rh,,,,,FALSE,11,1,,B-,1,,,,,,,,,,,,110911643.164,7.356,-82303.871,6.853
^{112}_{45}Rh67,45,67,Rh,,,,,FALSE,3.6,0.3,,B-,1,,,,,,,,,,,,111914405.199,47.327,-79731.052,44.085
^{113}_{45}Rh68,45,68,Rh,,,,,FALSE,2.8,0.12,,B-,1,,,,,,,,,,,,112915440.212,7.656,-78766.944,7.132
^{114}_{45}Rh69,45,69,Rh,,,,,FALSE,1.85,0.05,,B-,1,,,,,,,,,,,,113918721.68,76.824,-75710.275,71.561
^{115}_{45}Rh70,45,70,Rh,,,,,FALSE,0.99,0.05,,B-,1,,,,,,,,,,,,114920311.649,7.857,-74229.228,7.319
^{116}_{45}Rh71,45,71,Rh,,,,,FALSE,0.68,0.06,,B-,1,,,,,,,,,,,,115924062.06,79.261,-70735.742,73.832
^{117}_{45}Rh72,45,72,Rh,,,,,FALSE,0.44,0.04,,B-,1,,,,,,,,,,,,116926036.291,9.548,-68896.758,8.895
^{118}_{45}Rh73,45,73,Rh,,,,,FALSE,0.286,0.01,,B-,1,,B-N,0.021,0.009000000000000001,,,,,,,,117930341.116,26.018,-64886.84,24.236
^{119}_{45}Rh74,45,74,Rh,,,,,FALSE,0.171,0.018,,B-,1,,B-N,0.064,0.016,,,,,,,,118932556.951,10,-62822.802,9.315
^{120}_{45}Rh75,45,75,Rh,,,,,FALSE,0.132,0.005,,B-,1,,B-N,0.054000000000000006,,B-2N,,,,,,,119937069,215,-58620,200
^{121}_{45}Rh76,45,76,Rh,,,,,FALSE,0.151,0.0625,,B-,1,,B-N,,,,,,,,,,120939613,665,-56250.134,619.444
^{122}_{45}Rh77,45,77,Rh,,,,,FALSE,3e-7,,,B-,,,B-N,,,B-2N,,,,,,,121944305,322,-51880,300
^{123}_{45}Rh78,45,78,Rh,,,,,FALSE,0.0422,0.0018,,B-,1,,B-N,0.242,0.013999999999999999,B-2N,,,,,,,122947192,429,-49190,400
^{124}_{45}Rh79,45,79,Rh,,,,,FALSE,0.03,0.002,,B-,1,,B-N,,,B-2N,,,,,,,123952002,429,-44710,400
^{125}_{45}Rh80,45,80,Rh,,,,,FALSE,0.0265,0.002,,B-,1,,B-N,,,B-2N,,,,,,,124955094,537,-41830,500
^{126}_{45}Rh81,45,81,Rh,,,,,FALSE,0.019,0.003,,B-,1,,B-N,,,B-2N,,,,,,,125960064,537,-37200,500
^{127}_{45}Rh82,45,82,Rh,,,,,FALSE,0.02,0.0135,,B-,1,,B-N,,,B-2N,,,,,,,126963789,644,-33730,600
^{128}_{45}Rh83,45,83,Rh,,,,,FALSE,,,,B-,1,,B-N,,,B-2N,,,,,,,127970649,322,-27340,300
^{90}_{46}Pd44,46,44,Pd,,,,,FALSE,,,,EC+B+,1,,2P,,,ECP,,,,,,,89957370,429,-39710,400
^{91}_{46}Pd45,46,45,Pd,,,,,FALSE,,,,EC+B+,1,,,,,,,,,,,,90950435,454,-46170,423
^{92}_{46}Pd46,46,46,Pd,,,,,FALSE,1,0.25,,EC+B+,1,,,,,,,,,,,,91941192.225,370.402,-54779.095,345.028
^{93}_{46}Pd47,46,47,Pd,,,,,FALSE,1,0.09,,EC+B+,1,,ECP,,,,,,,,,,92936680.426,397.221,-58981.81,370.009
^{94}_{46}Pd48,46,48,Pd,,,,,FALSE,9,0.5,,EC+B+,1,,,,,,,,,,,,93929036.286,4.602,-66102.281,4.287
^{95}_{46}Pd49,46,49,Pd,,,,,FALSE,5,3,,EC+B+,1,,,,,,,,,,,,94924888.506,3.253,-69965.913,3.031
^{96}_{46}Pd50,46,50,Pd,,,,,FALSE,122,2,,EC+B+,1,,,,,,,,10.97,0.06,,,95918213.739,4.502,-76183.42,4.194
^{97}_{46}Pd51,46,51,Pd,,,,,FALSE,186,5.4,,EC+B+,1,,,,,,,,,,,,96916471.985,5.2,-77805.852,4.844
^{98}_{46}Pd52,46,52,Pd,,,,,FALSE,1062,24,,EC+B+,1,,,,,,,,,,,,97912698.335,5.09,-81320.985,4.742
^{99}_{46}Pd53,46,53,Pd,,,,,FALSE,1284,12,,EC+B+,1,,,,,,,,,,,,98911773.073,5.482,-82182.861,5.107
^{100}_{46}Pd54,46,54,Pd,,,,,FALSE,313632,7776,,EC,1,,,,,,,,0.6,0.3,,,99908520.438,18.934,-85212.672,17.637
^{101}_{46}Pd55,46,55,Pd,,,,,FALSE,30492,216,,EC+B+,1,,,,,,,,-0.66,0.02,,,100908284.824,4.925,-85432.145,4.588
^{102}_{46}Pd56,46,56,Pd,4.4827,0.0044,0.0102,1e-4,TRUE,,,,,,,,,,,,,0.82,0.06,-0.2,0.15,101905632.292,0.449,-87902.963,0.419
^{103}_{46}Pd57,46,57,Pd,,,,,FALSE,1468022.4,1641.6,,EC,1,,,,,,,,-1.05,0.06,,,102906111.074,0.942,-87456.98,0.878
^{104}_{46}Pd58,46,58,Pd,4.5078,0.0027,0.1114,8e-4,TRUE,,,,,,,,,,,,,0.89,0.06,-0.46,0.11,103904030.393,1.434,-89395.123,1.336
^{105}_{46}Pd59,46,59,Pd,4.515,0.003,0.22329999999999997,8e-4,TRUE,,,,,,,,,,,,,-0.642,0.003,0.66,0.011,104905079.479,1.222,-88417.905,1.138
^{106}_{46}Pd60,46,60,Pd,4.5318,0.0029,0.2733,3e-4,TRUE,,,,,,,,,,,,,0.79,0.05,-0.51,0.07,105903480.287,1.186,-89907.543,1.106
^{107}_{46}Pd61,46,61,Pd,,,,,FALSE,205120018834848,9467077792377.6,,B-,1,,,,,,,,,,,,106905128.058,1.289,-88372.654,1.201
^{108}_{46}Pd62,46,62,Pd,4.5563,0.0027,0.2646,9e-4,TRUE,,,,,,,,,,,,,0.69,0.04,-0.58,0.04,107903891.806,1.189,-89524.215,1.108
^{109}_{46}Pd63,46,63,Pd,,,,,FALSE,48924,432,,B-,1,,,,,,,,,,,,108905950.576,1.195,-87606.484,1.114
^{110}_{46}Pd64,46,64,Pd,4.5782,0.003,0.11720000000000001,9e-4,TRUE,,,,,,,,,,,,,,,,,109905172.878,0.657,-88330.904,0.612
^{111}_{46}Pd65,46,65,Pd,,,,,FALSE,1404,12,,B-,1,,,,,,,,,,,,110907690.358,0.785,-85985.886,0.731
^{112}_{46}Pd66,46,66,Pd,,,,,FALSE,75744,612,,B-,1,,,,,,,,,,,,111907330.557,7.027,-86321.039,6.546
^{113}_{46}Pd67,46,67,Pd,,,,,FALSE,93,5,,B-,1,,,,,,,,,,,,112910261.912,7.458,-83590.5,6.947
